merchant_name,day,month,cashback
Строительный двор Рассрочка,2022-02-08 00:00:00,2022-02-01 00:00:00,2992.93
Строительный двор Рассрочка,2022-02-09 00:00:00,2022-02-01 00:00:00,3414.91
Строительный двор Рассрочка,2022-02-10 00:00:00,2022-02-01 00:00:00,5266.60
Строительный двор Рассрочка,2022-02-11 00:00:00,2022-02-01 00:00:00,5211.71
Строительный двор Рассрочка,2022-02-12 00:00:00,2022-02-01 00:00:00,5488.59
Строительный двор Рассрочка,2022-02-13 00:00:00,2022-02-01 00:00:00,3107.35
Строительный двор Рассрочка,2022-02-14 00:00:00,2022-02-01 00:00:00,3807.76
Строительный двор Рассрочка,2022-02-15 00:00:00,2022-02-01 00:00:00,5460.73
Строительный двор Рассрочка,2022-02-16 00:00:00,2022-02-01 00:00:00,5374.38
Строительный двор Рассрочка,2022-02-17 00:00:00,2022-02-01 00:00:00,4896.15
Строительный двор Рассрочка,2022-02-18 00:00:00,2022-02-01 00:00:00,4917.47
Строительный двор Рассрочка,2022-02-19 00:00:00,2022-02-01 00:00:00,5121.36
Строительный двор Рассрочка,2022-02-20 00:00:00,2022-02-01 00:00:00,4702.86
Строительный двор Рассрочка,2022-02-21 00:00:00,2022-02-01 00:00:00,6095.41
Строительный двор Рассрочка,2022-02-22 00:00:00,2022-02-01 00:00:00,3569.53
Строительный двор Рассрочка,2022-02-23 00:00:00,2022-02-01 00:00:00,2726.68
Строительный двор Рассрочка,2022-02-24 00:00:00,2022-02-01 00:00:00,3370.29
Строительный двор Рассрочка,2022-02-25 00:00:00,2022-02-01 00:00:00,5935.14
Строительный двор Рассрочка,2022-02-26 00:00:00,2022-02-01 00:00:00,6771.50
Строительный двор Рассрочка,2022-02-27 00:00:00,2022-02-01 00:00:00,3604.41
Строительный двор Рассрочка,2022-02-28 00:00:00,2022-02-01 00:00:00,6903.29
Строительный двор Таргет,2022-02-01 00:00:00,2022-02-01 00:00:00,2840.71
Строительный двор Таргет,2022-02-02 00:00:00,2022-02-01 00:00:00,2853.30
Строительный двор Таргет,2022-02-03 00:00:00,2022-02-01 00:00:00,2393.21
Строительный двор Таргет,2022-02-04 00:00:00,2022-02-01 00:00:00,2094.06
Строительный двор Таргет,2022-02-05 00:00:00,2022-02-01 00:00:00,3202.06
Строительный двор Таргет,2022-02-06 00:00:00,2022-02-01 00:00:00,2681.11
Строительный двор Таргет,2022-02-07 00:00:00,2022-02-01 00:00:00,2455.48
Строительный двор Таргет,2022-02-08 00:00:00,2022-02-01 00:00:00,1496.47
Строительный двор Таргет,2022-02-09 00:00:00,2022-02-01 00:00:00,1707.45
Строительный двор Таргет,2022-02-10 00:00:00,2022-02-01 00:00:00,2633.30
Строительный двор Таргет,2022-02-11 00:00:00,2022-02-01 00:00:00,2605.86
Строительный двор Таргет,2022-02-12 00:00:00,2022-02-01 00:00:00,2744.29
Строительный двор Таргет,2022-02-13 00:00:00,2022-02-01 00:00:00,1553.68
Строительный двор Таргет,2022-02-14 00:00:00,2022-02-01 00:00:00,1903.88
Строительный двор Таргет,2022-02-15 00:00:00,2022-02-01 00:00:00,2730.36
Строительный двор Таргет,2022-02-16 00:00:00,2022-02-01 00:00:00,2687.19
Строительный двор Таргет,2022-02-17 00:00:00,2022-02-01 00:00:00,2448.08
Строительный двор Таргет,2022-02-18 00:00:00,2022-02-01 00:00:00,2458.74
Строительный двор Таргет,2022-02-19 00:00:00,2022-02-01 00:00:00,2560.68
Строительный двор Таргет,2022-02-20 00:00:00,2022-02-01 00:00:00,2351.43
Строительный двор Таргет,2022-02-21 00:00:00,2022-02-01 00:00:00,3047.70
Строительный двор Таргет,2022-02-22 00:00:00,2022-02-01 00:00:00,1784.76
Строительный двор Таргет,2022-02-23 00:00:00,2022-02-01 00:00:00,1363.34
Строительный двор Таргет,2022-02-24 00:00:00,2022-02-01 00:00:00,1685.15
Строительный двор Таргет,2022-02-25 00:00:00,2022-02-01 00:00:00,2967.57
Строительный двор Таргет,2022-02-26 00:00:00,2022-02-01 00:00:00,3385.75
Строительный двор Таргет,2022-02-27 00:00:00,2022-02-01 00:00:00,1802.20
Строительный двор Таргет,2022-02-28 00:00:00,2022-02-01 00:00:00,3451.64
СТРОЙПЛАТФОРМА,2022-02-02 00:00:00,2022-02-01 00:00:00,280.55
СТРОЙПЛАТФОРМА,2022-02-04 00:00:00,2022-02-01 00:00:00,259.72
СТРОЙПЛАТФОРМА,2022-02-07 00:00:00,2022-02-01 00:00:00,100.22
СТРОЙПЛАТФОРМА,2022-02-10 00:00:00,2022-02-01 00:00:00,4.39
СТРОЙПЛАТФОРМА,2022-02-11 00:00:00,2022-02-01 00:00:00,300.00
СТРОЙПЛАТФОРМА,2022-02-17 00:00:00,2022-02-01 00:00:00,300.00
СТРОЙПЛАТФОРМА,2022-02-24 00:00:00,2022-02-01 00:00:00,19.56
СТРОЙПЛАТФОРМА,2022-02-28 00:00:00,2022-02-01 00:00:00,1336.58
Тетрика,2022-02-17 00:00:00,2022-02-01 00:00:00,3185.20
Тетрика,2022-02-18 00:00:00,2022-02-01 00:00:00,1635.16
Тетрика,2022-02-19 00:00:00,2022-02-01 00:00:00,1255.92
Тетрика,2022-02-20 00:00:00,2022-02-01 00:00:00,4082.12
Тетрика,2022-02-21 00:00:00,2022-02-01 00:00:00,2896.16
Тетрика,2022-02-22 00:00:00,2022-02-01 00:00:00,520.00
Тетрика,2022-02-23 00:00:00,2022-02-01 00:00:00,820.63
Тетрика,2022-02-24 00:00:00,2022-02-01 00:00:00,1088.75
Тетрика,2022-02-25 00:00:00,2022-02-01 00:00:00,2757.75
Тетрика,2022-02-26 00:00:00,2022-02-01 00:00:00,1170.49
Тетрика,2022-02-27 00:00:00,2022-02-01 00:00:00,3387.43
Тетрика,2022-02-28 00:00:00,2022-02-01 00:00:00,4095.00
Тинькофф каток,2022-02-01 00:00:00,2022-02-01 00:00:00,119.05
Тинькофф каток,2022-02-02 00:00:00,2022-02-01 00:00:00,107.75
Тинькофф каток,2022-02-03 00:00:00,2022-02-01 00:00:00,77.32
Тинькофф каток,2022-02-04 00:00:00,2022-02-01 00:00:00,62.83
Тинькофф каток,2022-02-05 00:00:00,2022-02-01 00:00:00,143.51
Тинькофф каток,2022-02-06 00:00:00,2022-02-01 00:00:00,231.61
Тинькофф каток,2022-02-07 00:00:00,2022-02-01 00:00:00,111.50
Тинькофф каток,2022-02-08 00:00:00,2022-02-01 00:00:00,21.90
Тинькофф каток,2022-02-09 00:00:00,2022-02-01 00:00:00,21.46
Тинькофф каток,2022-02-10 00:00:00,2022-02-01 00:00:00,29.81
Тинькофф каток,2022-02-11 00:00:00,2022-02-01 00:00:00,13.44
Тинькофф каток,2022-02-12 00:00:00,2022-02-01 00:00:00,127.83
Тинькофф каток,2022-02-13 00:00:00,2022-02-01 00:00:00,97.57
Тинькофф каток,2022-02-14 00:00:00,2022-02-01 00:00:00,132.02
Тинькофф каток,2022-02-15 00:00:00,2022-02-01 00:00:00,34.54
Тинькофф каток,2022-02-16 00:00:00,2022-02-01 00:00:00,7.73
Тинькофф каток,2022-02-17 00:00:00,2022-02-01 00:00:00,24.75
Тинькофф каток,2022-02-18 00:00:00,2022-02-01 00:00:00,10.13
Тинькофф каток,2022-02-19 00:00:00,2022-02-01 00:00:00,205.17
Тинькофф каток,2022-02-20 00:00:00,2022-02-01 00:00:00,133.31
Тинькофф каток,2022-02-21 00:00:00,2022-02-01 00:00:00,58.64
Тинькофф каток,2022-02-22 00:00:00,2022-02-01 00:00:00,223.03
Тинькофф каток,2022-02-23 00:00:00,2022-02-01 00:00:00,36.70
Тинькофф каток,2022-02-24 00:00:00,2022-02-01 00:00:00,2.53
Тинькофф каток,2022-02-25 00:00:00,2022-02-01 00:00:00,10.13
Тинькофф каток,2022-02-28 00:00:00,2022-02-01 00:00:00,0.84
Точка зрения,2022-02-01 00:00:00,2022-02-01 00:00:00,192.23
Точка зрения,2022-02-02 00:00:00,2022-02-01 00:00:00,63.40
Точка зрения,2022-02-03 00:00:00,2022-02-01 00:00:00,244.89
Точка зрения,2022-02-04 00:00:00,2022-02-01 00:00:00,228.75
Точка зрения,2022-02-05 00:00:00,2022-02-01 00:00:00,322.33
Точка зрения,2022-02-06 00:00:00,2022-02-01 00:00:00,84.28
Точка зрения,2022-02-07 00:00:00,2022-02-01 00:00:00,378.73
Точка зрения,2022-02-08 00:00:00,2022-02-01 00:00:00,333.71
Точка зрения,2022-02-09 00:00:00,2022-02-01 00:00:00,480.19
Точка зрения,2022-02-10 00:00:00,2022-02-01 00:00:00,93.43
Точка зрения,2022-02-11 00:00:00,2022-02-01 00:00:00,77.80
Точка зрения,2022-02-12 00:00:00,2022-02-01 00:00:00,289.90
Точка зрения,2022-02-13 00:00:00,2022-02-01 00:00:00,398.92
Точка зрения,2022-02-14 00:00:00,2022-02-01 00:00:00,200.38
Точка зрения,2022-02-15 00:00:00,2022-02-01 00:00:00,143.16
Точка зрения,2022-02-16 00:00:00,2022-02-01 00:00:00,187.92
Точка зрения,2022-02-17 00:00:00,2022-02-01 00:00:00,89.14
Точка зрения,2022-02-18 00:00:00,2022-02-01 00:00:00,99.85
Точка зрения,2022-02-19 00:00:00,2022-02-01 00:00:00,382.31
Точка зрения,2022-02-20 00:00:00,2022-02-01 00:00:00,101.25
Точка зрения,2022-02-21 00:00:00,2022-02-01 00:00:00,139.37
Точка зрения,2022-02-22 00:00:00,2022-02-01 00:00:00,172.50
Точка зрения,2022-02-23 00:00:00,2022-02-01 00:00:00,341.57
Точка зрения,2022-02-24 00:00:00,2022-02-01 00:00:00,44.92
Точка зрения,2022-02-25 00:00:00,2022-02-01 00:00:00,404.92
Точка зрения,2022-02-26 00:00:00,2022-02-01 00:00:00,333.83
Точка зрения,2022-02-27 00:00:00,2022-02-01 00:00:00,258.69
Точка зрения,2022-02-28 00:00:00,2022-02-01 00:00:00,226.46
ЦСКА,2022-02-10 00:00:00,2022-02-01 00:00:00,12.00
ЦСКА,2022-02-11 00:00:00,2022-02-01 00:00:00,67.12
ЦСКА,2022-02-12 00:00:00,2022-02-01 00:00:00,95.01
ЦСКА,2022-02-13 00:00:00,2022-02-01 00:00:00,253.97
ЦСКА,2022-02-14 00:00:00,2022-02-01 00:00:00,81.15
ЦСКА,2022-02-15 00:00:00,2022-02-01 00:00:00,34.77
ЦСКА,2022-02-16 00:00:00,2022-02-01 00:00:00,82.26
ЦСКА,2022-02-17 00:00:00,2022-02-01 00:00:00,155.70
ЦСКА,2022-02-18 00:00:00,2022-02-01 00:00:00,81.59
ЦСКА,2022-02-19 00:00:00,2022-02-01 00:00:00,66.74
ЦСКА,2022-02-20 00:00:00,2022-02-01 00:00:00,18.38
ЦСКА,2022-02-21 00:00:00,2022-02-01 00:00:00,48.94
ЦСКА,2022-02-22 00:00:00,2022-02-01 00:00:00,70.80
ЦСКА,2022-02-23 00:00:00,2022-02-01 00:00:00,28.22
ЦСКА,2022-02-24 00:00:00,2022-02-01 00:00:00,94.61
ЦСКА,2022-02-26 00:00:00,2022-02-01 00:00:00,4.13
ЦСКА,2022-02-27 00:00:00,2022-02-01 00:00:00,123.63
Четыре Лапы,2022-02-07 00:00:00,2022-02-01 00:00:00,11182.25
Четыре Лапы,2022-02-08 00:00:00,2022-02-01 00:00:00,12308.43
Четыре Лапы,2022-02-09 00:00:00,2022-02-01 00:00:00,12025.77
Четыре Лапы,2022-02-10 00:00:00,2022-02-01 00:00:00,13327.90
Четыре Лапы,2022-02-11 00:00:00,2022-02-01 00:00:00,15787.94
Четыре Лапы,2022-02-12 00:00:00,2022-02-01 00:00:00,18340.10
Четыре Лапы,2022-02-13 00:00:00,2022-02-01 00:00:00,19398.77
Четыре Лапы,2022-02-14 00:00:00,2022-02-01 00:00:00,10492.21
Четыре Лапы,2022-02-15 00:00:00,2022-02-01 00:00:00,10438.55
Четыре Лапы,2022-02-16 00:00:00,2022-02-01 00:00:00,9633.09
Четыре Лапы,2022-02-17 00:00:00,2022-02-01 00:00:00,11623.88
Четыре Лапы,2022-02-18 00:00:00,2022-02-01 00:00:00,11801.38
Четыре Лапы,2022-02-19 00:00:00,2022-02-01 00:00:00,18951.10
Четыре Лапы,2022-02-20 00:00:00,2022-02-01 00:00:00,16397.30
Четыре Лапы,2022-02-21 00:00:00,2022-02-01 00:00:00,11212.56
Чёрное Озеро,2022-02-01 00:00:00,2022-02-01 00:00:00,64.50
Чёрное Озеро,2022-02-02 00:00:00,2022-02-01 00:00:00,135.00
Чёрное Озеро,2022-02-03 00:00:00,2022-02-01 00:00:00,61.88
Чёрное Озеро,2022-02-04 00:00:00,2022-02-01 00:00:00,41.25
Чёрное Озеро,2022-02-05 00:00:00,2022-02-01 00:00:00,223.50
Чёрное Озеро,2022-02-06 00:00:00,2022-02-01 00:00:00,277.50
Чёрное Озеро,2022-02-07 00:00:00,2022-02-01 00:00:00,73.13
Чёрное Озеро,2022-02-08 00:00:00,2022-02-01 00:00:00,80.63
Чёрное Озеро,2022-02-09 00:00:00,2022-02-01 00:00:00,62.81
Чёрное Озеро,2022-02-10 00:00:00,2022-02-01 00:00:00,58.13
Чёрное Озеро,2022-02-11 00:00:00,2022-02-01 00:00:00,60.94
Чёрное Озеро,2022-02-13 00:00:00,2022-02-01 00:00:00,2.81
Чёрное Озеро,2022-02-15 00:00:00,2022-02-01 00:00:00,89.81
Чёрное Озеро,2022-02-16 00:00:00,2022-02-01 00:00:00,93.56
Чёрное Озеро,2022-02-17 00:00:00,2022-02-01 00:00:00,45.00
Чёрное Озеро,2022-02-18 00:00:00,2022-02-01 00:00:00,40.88
Чёрное Озеро,2022-02-19 00:00:00,2022-02-01 00:00:00,135.69
Чёрное Озеро,2022-02-20 00:00:00,2022-02-01 00:00:00,166.69
Чистая линия,2022-02-18 00:00:00,2022-02-01 00:00:00,43.62
Чистая линия,2022-02-19 00:00:00,2022-02-01 00:00:00,29.73
Чистая линия,2022-02-20 00:00:00,2022-02-01 00:00:00,30.22
Чистая линия,2022-02-21 00:00:00,2022-02-01 00:00:00,79.02
Чистая линия,2022-02-22 00:00:00,2022-02-01 00:00:00,35.21
Чистая линия,2022-02-23 00:00:00,2022-02-01 00:00:00,73.81
Чистая линия,2022-02-24 00:00:00,2022-02-01 00:00:00,34.70
Чистая линия,2022-02-25 00:00:00,2022-02-01 00:00:00,30.52
Чистая линия,2022-02-26 00:00:00,2022-02-01 00:00:00,16.40
Чистая линия,2022-02-27 00:00:00,2022-02-01 00:00:00,25.32
Чистая линия,2022-02-28 00:00:00,2022-02-01 00:00:00,86.37
Читай-город,2022-02-15 00:00:00,2022-02-01 00:00:00,1778.91
Шефмаркет,2022-02-02 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-03 00:00:00,2022-02-01 00:00:00,492.19
Шефмаркет,2022-02-04 00:00:00,2022-02-01 00:00:00,839.34
Шефмаркет,2022-02-05 00:00:00,2022-02-01 00:00:00,328.13
Шефмаркет,2022-02-06 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-07 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-08 00:00:00,2022-02-01 00:00:00,328.13
Шефмаркет,2022-02-09 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-10 00:00:00,2022-02-01 00:00:00,425.32
Шефмаркет,2022-02-11 00:00:00,2022-02-01 00:00:00,362.97
Шефмаркет,2022-02-13 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-15 00:00:00,2022-02-01 00:00:00,156.84
Шефмаркет,2022-02-16 00:00:00,2022-02-01 00:00:00,328.13
Шефмаркет,2022-02-18 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-20 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-24 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-26 00:00:00,2022-02-01 00:00:00,164.06
Шефмаркет,2022-02-27 00:00:00,2022-02-01 00:00:00,19.03
Экспресс Точка Ру,2022-02-01 00:00:00,2022-02-01 00:00:00,4869.80
Экспресс Точка Ру,2022-02-02 00:00:00,2022-02-01 00:00:00,620.16
Экспресс Точка Ру,2022-02-03 00:00:00,2022-02-01 00:00:00,383.95
Экспресс Точка Ру,2022-02-04 00:00:00,2022-02-01 00:00:00,800.17
Экспресс Точка Ру,2022-02-05 00:00:00,2022-02-01 00:00:00,336.55
Экспресс Точка Ру,2022-02-06 00:00:00,2022-02-01 00:00:00,142.24
Экспресс Точка Ру,2022-02-07 00:00:00,2022-02-01 00:00:00,1093.39
Экспресс Точка Ру,2022-02-08 00:00:00,2022-02-01 00:00:00,683.87
Экспресс Точка Ру,2022-02-09 00:00:00,2022-02-01 00:00:00,1709.87
Экспресс Точка Ру,2022-02-10 00:00:00,2022-02-01 00:00:00,704.89
Экспресс Точка Ру,2022-02-11 00:00:00,2022-02-01 00:00:00,1149.80
Экспресс Точка Ру,2022-02-12 00:00:00,2022-02-01 00:00:00,859.44
Экспресс Точка Ру,2022-02-13 00:00:00,2022-02-01 00:00:00,93.56
Экспресс Точка Ру,2022-02-14 00:00:00,2022-02-01 00:00:00,695.67
Экспресс Точка Ру,2022-02-15 00:00:00,2022-02-01 00:00:00,1120.22
Экспресс Точка Ру,2022-02-16 00:00:00,2022-02-01 00:00:00,718.23
Экспресс Точка Ру,2022-02-17 00:00:00,2022-02-01 00:00:00,693.47
Экспресс Точка Ру,2022-02-18 00:00:00,2022-02-01 00:00:00,1335.80
Экспресс Точка Ру,2022-02-19 00:00:00,2022-02-01 00:00:00,441.47
Экспресс Точка Ру,2022-02-20 00:00:00,2022-02-01 00:00:00,182.43
Экспресс Точка Ру,2022-02-21 00:00:00,2022-02-01 00:00:00,906.66
Экспресс Точка Ру,2022-02-22 00:00:00,2022-02-01 00:00:00,764.19
Экспресс Точка Ру,2022-02-23 00:00:00,2022-02-01 00:00:00,967.58
Экспресс Точка Ру,2022-02-24 00:00:00,2022-02-01 00:00:00,751.60
Экспресс Точка Ру,2022-02-25 00:00:00,2022-02-01 00:00:00,823.98
Экспресс Точка Ру,2022-02-26 00:00:00,2022-02-01 00:00:00,1223.71
Экспресс Точка Ру,2022-02-27 00:00:00,2022-02-01 00:00:00,103.13
Экспресс Точка Ру,2022-02-28 00:00:00,2022-02-01 00:00:00,629.32
Яндекс Такси,2022-02-01 00:00:00,2022-02-01 00:00:00,341.54
Яндекс Такси,2022-02-02 00:00:00,2022-02-01 00:00:00,321.74
Яндекс Такси,2022-02-03 00:00:00,2022-02-01 00:00:00,289.89
Яндекс Такси,2022-02-04 00:00:00,2022-02-01 00:00:00,385.90
Яндекс Такси,2022-02-05 00:00:00,2022-02-01 00:00:00,496.59
Яндекс Такси,2022-02-06 00:00:00,2022-02-01 00:00:00,322.74
Яндекс Такси,2022-02-07 00:00:00,2022-02-01 00:00:00,272.15
Яндекс Такси,2022-02-08 00:00:00,2022-02-01 00:00:00,227.24
Яндекс Такси,2022-02-09 00:00:00,2022-02-01 00:00:00,240.46
Яндекс Такси,2022-02-10 00:00:00,2022-02-01 00:00:00,233.12
Яндекс Такси,2022-02-11 00:00:00,2022-02-01 00:00:00,300.09
Яндекс Такси,2022-02-12 00:00:00,2022-02-01 00:00:00,366.91
Яндекс Такси,2022-02-13 00:00:00,2022-02-01 00:00:00,273.93
Яндекс Такси,2022-02-14 00:00:00,2022-02-01 00:00:00,206.04
Яндекс Такси,2022-02-15 00:00:00,2022-02-01 00:00:00,168.33
Яндекс Такси,2022-02-16 00:00:00,2022-02-01 00:00:00,209.03
Яндекс Такси,2022-02-17 00:00:00,2022-02-01 00:00:00,189.31
Яндекс Такси,2022-02-18 00:00:00,2022-02-01 00:00:00,206.74
Яндекс Такси,2022-02-19 00:00:00,2022-02-01 00:00:00,294.14
Яндекс Такси,2022-02-20 00:00:00,2022-02-01 00:00:00,52.49
Яндекс Такси,2022-02-21 00:00:00,2022-02-01 00:00:00,22.28
Яндекс Такси,2022-02-22 00:00:00,2022-02-01 00:00:00,40.00
Яндекс Такси,2022-02-23 00:00:00,2022-02-01 00:00:00,213.55
Яндекс Такси,2022-02-24 00:00:00,2022-02-01 00:00:00,266.22
Яндекс Такси,2022-02-25 00:00:00,2022-02-01 00:00:00,272.64
Яндекс Такси,2022-02-26 00:00:00,2022-02-01 00:00:00,316.71
Яндекс Такси,2022-02-27 00:00:00,2022-02-01 00:00:00,344.11
Яндекс Такси,2022-02-28 00:00:00,2022-02-01 00:00:00,292.53
Яндекс.Такси,2022-02-01 00:00:00,2022-02-01 00:00:00,1024.61
Яндекс.Такси,2022-02-02 00:00:00,2022-02-01 00:00:00,965.21
Яндекс.Такси,2022-02-03 00:00:00,2022-02-01 00:00:00,869.67
Яндекс.Такси,2022-02-04 00:00:00,2022-02-01 00:00:00,1157.69
Яндекс.Такси,2022-02-05 00:00:00,2022-02-01 00:00:00,1489.76
Яндекс.Такси,2022-02-06 00:00:00,2022-02-01 00:00:00,968.21
Яндекс.Такси,2022-02-07 00:00:00,2022-02-01 00:00:00,816.46
Яндекс.Такси,2022-02-08 00:00:00,2022-02-01 00:00:00,681.71
Яндекс.Такси,2022-02-09 00:00:00,2022-02-01 00:00:00,721.38
Яндекс.Такси,2022-02-10 00:00:00,2022-02-01 00:00:00,699.35
Яндекс.Такси,2022-02-11 00:00:00,2022-02-01 00:00:00,900.27
Яндекс.Такси,2022-02-12 00:00:00,2022-02-01 00:00:00,1100.73
Яндекс.Такси,2022-02-13 00:00:00,2022-02-01 00:00:00,821.80
Яндекс.Такси,2022-02-14 00:00:00,2022-02-01 00:00:00,618.11
Яндекс.Такси,2022-02-15 00:00:00,2022-02-01 00:00:00,504.99
Яндекс.Такси,2022-02-16 00:00:00,2022-02-01 00:00:00,627.09
Яндекс.Такси,2022-02-17 00:00:00,2022-02-01 00:00:00,567.94
Яндекс.Такси,2022-02-18 00:00:00,2022-02-01 00:00:00,620.23
Яндекс.Такси,2022-02-19 00:00:00,2022-02-01 00:00:00,882.43
Яндекс.Такси,2022-02-20 00:00:00,2022-02-01 00:00:00,157.47
Яндекс.Такси,2022-02-21 00:00:00,2022-02-01 00:00:00,66.83
Яндекс.Такси,2022-02-22 00:00:00,2022-02-01 00:00:00,120.00
Яндекс.Такси,2022-02-23 00:00:00,2022-02-01 00:00:00,640.66
Яндекс.Такси,2022-02-24 00:00:00,2022-02-01 00:00:00,798.66
Яндекс.Такси,2022-02-25 00:00:00,2022-02-01 00:00:00,817.92
Яндекс.Такси,2022-02-26 00:00:00,2022-02-01 00:00:00,950.14
Яндекс.Такси,2022-02-27 00:00:00,2022-02-01 00:00:00,1032.32
Яндекс.Такси,2022-02-28 00:00:00,2022-02-01 00:00:00,877.59
Яркий фотомаркет,2022-02-01 00:00:00,2022-02-01 00:00:00,17410.66
Яркий фотомаркет,2022-02-02 00:00:00,2022-02-01 00:00:00,5706.41
Яркий фотомаркет,2022-02-03 00:00:00,2022-02-01 00:00:00,7133.08
Яркий фотомаркет,2022-02-04 00:00:00,2022-02-01 00:00:00,3496.82
Яркий фотомаркет,2022-02-05 00:00:00,2022-02-01 00:00:00,15885.45
Яркий фотомаркет,2022-02-06 00:00:00,2022-02-01 00:00:00,4867.91
Яркий фотомаркет,2022-02-07 00:00:00,2022-02-01 00:00:00,6371.84
Яркий фотомаркет,2022-02-08 00:00:00,2022-02-01 00:00:00,9639.94
Яркий фотомаркет,2022-02-09 00:00:00,2022-02-01 00:00:00,7261.43
Яркий фотомаркет,2022-02-10 00:00:00,2022-02-01 00:00:00,16815.28
Яркий фотомаркет,2022-02-11 00:00:00,2022-02-01 00:00:00,6644.57
Яркий фотомаркет,2022-02-12 00:00:00,2022-02-01 00:00:00,8018.65
Яркий фотомаркет,2022-02-13 00:00:00,2022-02-01 00:00:00,8424.67
Яркий фотомаркет,2022-02-14 00:00:00,2022-02-01 00:00:00,2498.58
Яркий фотомаркет,2022-02-15 00:00:00,2022-02-01 00:00:00,9586.21
Яркий фотомаркет,2022-02-16 00:00:00,2022-02-01 00:00:00,11874.63
Яркий фотомаркет,2022-02-17 00:00:00,2022-02-01 00:00:00,5383.14
Яркий фотомаркет,2022-02-18 00:00:00,2022-02-01 00:00:00,1902.28
Яркий фотомаркет,2022-02-19 00:00:00,2022-02-01 00:00:00,6353.06
Яркий фотомаркет,2022-02-20 00:00:00,2022-02-01 00:00:00,7173.79
Яркий фотомаркет,2022-02-21 00:00:00,2022-02-01 00:00:00,10346.16
Яркий фотомаркет,2022-02-23 00:00:00,2022-02-01 00:00:00,16785.78
Яркий фотомаркет,2022-02-24 00:00:00,2022-02-01 00:00:00,10084.76
Яркий фотомаркет,2022-02-25 00:00:00,2022-02-01 00:00:00,5224.71
Яркий фотомаркет,2022-02-26 00:00:00,2022-02-01 00:00:00,13122.90
Яркий фотомаркет,2022-02-27 00:00:00,2022-02-01 00:00:00,10334.01
Яркий фотомаркет,2022-02-28 00:00:00,2022-02-01 00:00:00,11842.81
Яркий Фотомаркет,2022-02-01 00:00:00,2022-02-01 00:00:00,3869.04
Яркий Фотомаркет,2022-02-02 00:00:00,2022-02-01 00:00:00,1268.09
Яркий Фотомаркет,2022-02-03 00:00:00,2022-02-01 00:00:00,1585.13
Яркий Фотомаркет,2022-02-04 00:00:00,2022-02-01 00:00:00,777.07
Яркий Фотомаркет,2022-02-05 00:00:00,2022-02-01 00:00:00,3530.10
Яркий Фотомаркет,2022-02-06 00:00:00,2022-02-01 00:00:00,1081.76
Яркий Фотомаркет,2022-02-07 00:00:00,2022-02-01 00:00:00,1415.96
Яркий Фотомаркет,2022-02-08 00:00:00,2022-02-01 00:00:00,2142.21
Яркий Фотомаркет,2022-02-09 00:00:00,2022-02-01 00:00:00,1613.65
Яркий Фотомаркет,2022-02-10 00:00:00,2022-02-01 00:00:00,3736.73
Яркий Фотомаркет,2022-02-11 00:00:00,2022-02-01 00:00:00,1476.57
Яркий Фотомаркет,2022-02-12 00:00:00,2022-02-01 00:00:00,1781.92
Яркий Фотомаркет,2022-02-13 00:00:00,2022-02-01 00:00:00,1872.15
Яркий Фотомаркет,2022-02-14 00:00:00,2022-02-01 00:00:00,555.24
Яркий Фотомаркет,2022-02-15 00:00:00,2022-02-01 00:00:00,2130.27
Яркий Фотомаркет,2022-02-16 00:00:00,2022-02-01 00:00:00,2638.81
Яркий Фотомаркет,2022-02-17 00:00:00,2022-02-01 00:00:00,1196.25
Яркий Фотомаркет,2022-02-18 00:00:00,2022-02-01 00:00:00,422.73
Яркий Фотомаркет,2022-02-19 00:00:00,2022-02-01 00:00:00,1411.79
Яркий Фотомаркет,2022-02-20 00:00:00,2022-02-01 00:00:00,1594.18
Яркий Фотомаркет,2022-02-21 00:00:00,2022-02-01 00:00:00,2299.15
Яркий Фотомаркет,2022-02-23 00:00:00,2022-02-01 00:00:00,3730.17
Яркий Фотомаркет,2022-02-24 00:00:00,2022-02-01 00:00:00,2241.06
Яркий Фотомаркет,2022-02-25 00:00:00,2022-02-01 00:00:00,1161.05
Яркий Фотомаркет,2022-02-26 00:00:00,2022-02-01 00:00:00,2916.20
Яркий Фотомаркет,2022-02-27 00:00:00,2022-02-01 00:00:00,2296.45
Яркий Фотомаркет,2022-02-28 00:00:00,2022-02-01 00:00:00,2631.74
1С Интерес,2022-03-01 00:00:00,2022-03-01 00:00:00,455.39
1С Интерес,2022-03-02 00:00:00,2022-03-01 00:00:00,891.37
1С Интерес,2022-03-03 00:00:00,2022-03-01 00:00:00,866.42
1С Интерес,2022-03-04 00:00:00,2022-03-01 00:00:00,894.64
1С Интерес,2022-03-05 00:00:00,2022-03-01 00:00:00,938.74
1С Интерес,2022-03-06 00:00:00,2022-03-01 00:00:00,498.89
